Run_s	SRA_Sample_s	Sample_Name_s	histological_type_s	is_tumor_s	sex_s	SRA_Study_s
SRR602217	SRS333628	GTEX-QESD-0006-SM-2I5G6	Blood	No	male	SRP012682
SRR602437	SRS333601	GTEX-OIZH-0326-SM-2HMKC	Heart	No	male	SRP012682
SRR601868	SRS333549	GTEX-O5YW-0326-SM-2I5EI	Heart	No	male	SRP012682
SRR601613	SRS333605	GTEX-P78B-0426-SM-2I5F5	Heart	No	female	SRP012682
SRR601695	SRS333587	GTEX-NPJ8-1626-SM-2HMIY	Muscle	No	male	SRP012682
SRR607863	SRS333627	GTEX-OIZH-0526-SM-2HMKV	Lung	No	male	SRP012682
SRR602808	SRS333584	GTEX-PWO3-0011-R6A-SM-2I5F3	Brain	No	female	SRP012682
SRR603800	SRS333574	GTEX-PLZ5-0726-SM-2I5F9	Lung	No	male	SRP012682
SRR603834	SRS333555	GTEX-NFK9-0726-SM-2HMJW	Thyroid	No	male	SRP012682
SRR603918	SRS333572	GTEX-P4QS-0326-SM-2I3EU	Heart	No	male	SRP012682
SRR604026	SRS333575	GTEX-NPJ7-2726-SM-2I3FT	Brain	No	female	SRP012682
SRR604230	SRS333613	GTEX-QDVJ-0426-SM-2I5FW	Heart	No	male	SRP012682
SRR604342	SRS333596	GTEX-OHPL-2626-SM-2HMJA	Thyroid	No	female	SRP012682
SRR608574	SRS333621	GTEX-NPJ7-0011-R8a-SM-2I3G2	Brain	No	female	SRP012682
SRR604122	SRS333619	GTEX-QDVN-0326-SM-2I3FS	Heart	No	male	SRP012682
SRR608174	SRS333604	GTEX-N7MS-0011-R5a-SM-2HMK8	Brain	No	male	SRP012682
SRR608512	SRS333591	GTEX-OOBK-2626-SM-2HMKY	Thyroid	No	male	SRP012682
SRR604528	SRS333625	GTEX-P44G-0011-R4A-SM-2I3FB	Brain	No	male	SRP012682
SRR602492	SRS333638	GTEX-P4QS-0526-SM-2I3ET	Lung	No	male	SRP012682
SRR602895	SRS336664	K-562-SM-2I5EP	Bone Marrow	Yes	female	SRP012682
SRR607190	SRS336663	K-562-SM-2HMJ2	Bone Marrow	Yes	female	SRP012682
SRR607562	SRS336662	K-562-SM-2I3E7	Bone Marrow	Yes	female	SRP012682
SRR612178	SRS374685	GTEX-PWN1-1726-SM-2S1O9	Nerve	No	female	SRP012682
SRR612287	SRS374686	GTEX-QEG4-1226-SM-2S1P6	Blood Vessel	No	male	SRP012682
SRR612190	SRS374687	GTEX-REY6-0005-SM-2TF54	Blood	No	male	SRP012682
SRR612275	SRS374688	GTEX-RU72-0926-SM-2TF6B	Skin	No	female	SRP012682
SRR612431	SRS374689	GTEX-Q2AI-1726-SM-2S1PZ	Blood Vessel	No	male	SRP012682
SRR612203	SRS374690	GTEX-QVJO-0326-SM-2S1R1	Nerve	No	female	SRP012682
SRR612215	SRS374691	GTEX-P78B-1626-SM-2S1O1	Muscle	No	female	SRP012682
SRR612227	SRS374692	GTEX-RTLS-0526-SM-2TF64	Muscle	No	female	SRP012682
SRR612239	SRS374693	GTEX-QV44-0926-SM-2S1RH	Lung	No	male	SRP012682
SRR612515	SRS374694	GTEX-RU1J-1926-SM-2TF6S	Blood Vessel	No	female	SRP012682
SRR612251	SRS374695	GTEX-QVJO-1726-SM-2S1R3	Blood Vessel	No	female	SRP012682
SRR612263	SRS374696	GTEX-P4QR-0426-SM-2S1NV	Adipose Tissue	No	male	SRP012682
SRR612611	SRS374697	GTEX-R55C-1926-SM-2TF4K	Nerve	No	male	SRP012682
SRR612635	SRS374698	GTEX-RU1J-1726-SM-2TF5S	Muscle	No	female	SRP012682
SRR612419	SRS374699	GTEX-RNOR-2226-SM-2TF5O	Brain	No	female	SRP012682
SRR612604	SRS374700	GTEX-RUSQ-1926-SM-2TF6K	Blood Vessel	No	male	SRP012682
SRR612311	SRS374701	GTEX-OHPN-0011-R9A-SM-2YUMN	Brain	No	female	SRP012682
SRR612467	SRS374702	K-562-SM-2YUNN	Bone Marrow	Yes	female	SRP012682
SRR612479	SRS374703	GTEX-POMQ-2026-SM-2S1OD	Nerve	No	female	SRP012682
SRR612563	SRS374705	GTEX-RU72-0011-R10A-SM-2TF6D	Brain	No	female	SRP012682
SRR612623	SRS374706	GTEX-QVJO-0011-R2A-SM-2S1QK	Brain	No	female	SRP012682
SRR612539	SRS374708	GTEX-QV31-1426-SM-2S1QD	Muscle	No	male	SRP012682
SRR612551	SRS374709	GTEX-RTLS-0426-SM-2TF5K	Blood Vessel	No	female	SRP012682
SRR612575	SRS374710	GTEX-N7MT-1126-SM-2YUNQ	Brain	No	female	SRP012682
SRR612407	SRS374711	GTEX-RNOR-0011-R9A-SM-2TF52	Brain	No	female	SRP012682
SRR612455	SRS374712	GTEX-RU72-0011-R2A-SM-2TF6O	Brain	No	female	SRP012682
SRR615790	SRS374713	GTEX-NPJ8-1726-SM-2YUNB	Nerve	No	male	SRP012682
SRR612299	SRS374714	GTEX-Q2AH-2026-SM-2S1PX	Blood Vessel	No	male	SRP012682
SRR612380	SRS374715	GTEX-QVJO-0011-R5A-SM-2S1QM	Brain	No	female	SRP012682
SRR612323	SRS374716	GTEX-O5YW-1826-SM-2YUN2	Blood Vessel	No	male	SRP012682
SRR612443	SRS374717	GTEX-QVJO-0011-R9A-SM-2S1QH	Brain	No	female	SRP012682
SRR615299	SRS374718	GTEX-QVJO-0006-SM-2S1RC	Blood	No	female	SRP012682
SRR612335	SRS374719	GTEX-R55G-0526-SM-2TC5O	Heart	No	female	SRP012682
SRR615731	SRS374720	GTEX-NPJ7-0011-R9a-SM-2TC5R	Brain	No	female	SRP012682
SRR612383	SRS374721	GTEX-P4QT-1826-SM-2S1NJ	Blood Vessel	No	female	SRP012682
SRR612359	SRS374723	GTEX-O5YV-1626-SM-2YUNJ	Blood Vessel	No	female	SRP012682
SRR615237	SRS374724	GTEX-PWN1-0226-SM-2S1OZ	Adipose Tissue	No	female	SRP012682
SRR612395	SRS374725	GTEX-QV44-2026-SM-2S1RD	Muscle	No	male	SRP012682
SRR615225	SRS374726	GTEX-Q2AH-1826-SM-2S1Q2	Muscle	No	male	SRP012682
SRR612503	SRS374727	GTEX-P4QR-0326-SM-2S1NU	Skin	No	male	SRP012682
SRR615467	SRS374728	GTEX-NPJ8-0011-R2a-SM-2TC6M	Brain	No	male	SRP012682
SRR615802	SRS374729	GTEX-QEG4-0226-SM-2S1PY	Skin	No	male	SRP012682
SRR615707	SRS374730	GTEX-Q2AI-1326-SM-2S1PL	Skin	No	male	SRP012682
SRR615982	SRS374731	GTEX-NFK9-0526-SM-2YUNL	Blood Vessel	No	male	SRP012682
SRR615814	SRS374732	GTEX-PLZ6-1526-SM-2S1OC	Muscle	No	male	SRP012682
SRR615311	SRS374733	GTEX-QESD-1626-SM-2S1RB	Muscle	No	male	SRP012682
SRR615826	SRS374735	K-562-SM-2TC5E	Bone Marrow	Yes	female	SRP012682
SRR615970	SRS374736	GTEX-RN64-0826-SM-2TC62	Heart	No	male	SRP012682
SRR615838	SRS374737	GTEX-QVJO-1426-SM-2S1QY	Brain	No	female	SRP012682
SRR615754	SRS374738	GTEX-RNOR-0326-SM-2TF51	Nerve	No	female	SRP012682
SRR613402	SRS374739	GTEX-R55E-0826-SM-2TC5M	Thyroid	No	male	SRP012682
SRR615323	SRS374740	GTEX-OHPK-1626-SM-2YUN3	Muscle	No	female	SRP012682
SRR617841	SRS374741	GTEX-RTLS-0226-SM-2TF5E	Adipose Tissue	No	female	SRP012682
SRR615742	SRS374742	GTEX-P4PP-1826-SM-2S1NT	Blood Vessel	No	female	SRP012682
SRR612587	SRS374743	K-562-SM-2S1OR	Bone Marrow	Yes	female	SRP012682
SRR613927	SRS374744	GTEX-QLQ7-1526-SM-2S1QA	Adipose Tissue	No	male	SRP012682
SRR612659	SRS374746	GTEX-P4PQ-0126-SM-2S1NM	Skin	No	male	SRP012682
SRR612683	SRS374748	GTEX-P4QS-1626-SM-2S1NH	Muscle	No	male	SRP012682
SRR612695	SRS374749	GTEX-PLZ4-0926-SM-2S1OI	Muscle	No	female	SRP012682
SRR612707	SRS374750	GTEX-PWOO-2226-SM-2S1P1	Adipose Tissue	No	female	SRP012682
SRR614996	SRS374751	GTEX-RNOR-0826-SM-2TF5C	Heart	No	female	SRP012682
SRR612719	SRS374752	GTEX-QXCU-0826-SM-2TC6F	Heart	No	male	SRP012682
SRR612731	SRS374753	GTEX-RU72-0011-R6A-SM-2TF71	Brain	No	female	SRP012682
SRR612755	SRS374754	GTEX-REY6-0426-SM-2TF5G	Lung	No	male	SRP012682
SRR612743	SRS374755	GTEX-PLZ4-0726-SM-2TC6Q	Lung	No	female	SRP012682
SRR614912	SRS374756	GTEX-RNOR-0926-SM-2TF56	Thyroid	No	female	SRP012682
SRR612767	SRS374757	GTEX-OXRP-2326-SM-2S1NL	Muscle	No	female	SRP012682
SRR613030	SRS374758	GTEX-PSDG-0626-SM-2S1OE	Nerve	No	male	SRP012682
SRR615020	SRS374759	GTEX-RU72-0011-R9A-SM-2TF67	Brain	No	female	SRP012682
SRR614948	SRS374760	GTEX-RU72-0526-SM-2TF5Z	Lung	No	female	SRP012682
SRR612779	SRS374762	GTEX-OHPK-1826-SM-2YUMR	Blood Vessel	No	female	SRP012682
SRR612791	SRS374763	GTEX-RVPV-1726-SM-2TF5W	Lung	No	male	SRP012682
SRR612803	SRS374764	GTEX-QXCU-1726-SM-2TC6L	Muscle	No	male	SRP012682
SRR612815	SRS374765	GTEX-QVJO-0226-SM-2S1R2	Adipose Tissue	No	female	SRP012682
SRR612827	SRS374766	GTEX-QLQ7-0005-SM-2S1QP	Blood	No	male	SRP012682
SRR613366	SRS374767	GTEX-QVJO-1325-SM-2S1QX	Brain	No	female	SRP012682
SRR613090	SRS374768	GTEX-RNOR-0011-R5A-SM-2TF4J	Brain	No	female	SRP012682
SRR612839	SRS374769	GTEX-N7MS-0426-SM-2YUN6	Muscle	No	male	SRP012682
SRR612851	SRS374770	GTEX-QCQG-1926-SM-2S1PI	Blood Vessel	No	female	SRP012682
SRR613114	SRS374771	GTEX-RVPU-0011-R8A-SM-2TF74	Brain	No	male	SRP012682
SRR613006	SRS374772	GTEX-QV31-1626-SM-2S1QC	Blood Vessel	No	male	SRP012682
SRR612863	SRS374773	GTEX-PX3G-0226-SM-2S1OU	Adipose Tissue	No	female	SRP012682
SRR612875	SRS374774	GTEX-RU72-0326-SM-2TF5T	Heart	No	female	SRP012682
SRR612887	SRS374775	GTEX-R55G-0826-SM-2TC5U	Lung	No	female	SRP012682
SRR613174	SRS374776	GTEX-RM2N-1426-SM-2TF4H	Skin	No	male	SRP012682
SRR612899	SRS374777	GTEX-R55E-0011-R5A-SM-2TC5N	Brain	No	male	SRP012682
SRR612911	SRS374778	GTEX-PWOO-2526-SM-2S1PG	Nerve	No	female	SRP012682
SRR613018	SRS374779	GTEX-RTLS-0626-SM-2TF6G	Thyroid	No	female	SRP012682
SRR615261	SRS374780	GTEX-N7MS-0626-SM-2YUN7	Blood Vessel	No	male	SRP012682
SRR613915	SRS374781	GTEX-RM2N-1726-SM-2TF55	Adipose Tissue	No	male	SRP012682
SRR613783	SRS374782	GTEX-QLQW-1126-SM-2S1Q8	Skin	No	male	SRP012682
SRR615395	SRS374783	GTEX-PLZ6-1426-SM-2S1OQ	Skin	No	male	SRP012682
SRR612923	SRS374784	GTEX-QLQ7-1826-SM-2S1R5	Nerve	No	male	SRP012682
SRR612935	SRS374785	GTEX-REY6-0326-SM-2TF5A	Adipose Tissue	No	male	SRP012682
SRR613042	SRS374786	GTEX-R55F-0011-R6A-SM-2TF4L	Brain	No	male	SRP012682
SRR612947	SRS374787	GTEX-PSDG-0526-SM-2S1OH	Blood Vessel	No	male	SRP012682
SRR613807	SRS374788	GTEX-R55E-0011-R9A-SM-2TC6C	Brain	No	male	SRP012682
SRR612959	SRS374789	GTEX-RNOR-0126-SM-2TF57	Skin	No	female	SRP012682
SRR612971	SRS374790	GTEX-PW2O-1926-SM-2S1OB	Blood Vessel	No	male	SRP012682
SRR613054	SRS374791	GTEX-QXCU-0126-SM-2TC5Q	Nerve	No	male	SRP012682
SRR613066	SRS374792	GTEX-RTLS-0926-SM-2TF5X	Lung	No	female	SRP012682
SRR612983	SRS374793	GTEX-RU72-1226-SM-2TF6N	Blood Vessel	No	female	SRP012682
SRR612994	SRS374794	GTEX-QESD-1426-SM-2S1R9	Skin	No	male	SRP012682
SRR613078	SRS374795	GTEX-PWOO-2426-SM-2S1OV	Blood Vessel	No	female	SRP012682
SRR614419	SRS374796	GTEX-R55F-1426-SM-2TF53	Adipose Tissue	No	male	SRP012682
SRR614972	SRS374797	GTEX-QMRM-0005-SM-2S1QR	Blood	No	male	SRP012682
SRR614900	SRS374798	GTEX-RVPV-0011-R3A-SM-2TF63	Brain	No	male	SRP012682
SRR613102	SRS374799	GTEX-RUSQ-1826-SM-2TF6E	Nerve	No	male	SRP012682
SRR613126	SRS374800	GTEX-QDVJ-1926-SM-2S1PJ	Muscle	No	male	SRP012682
SRR613138	SRS374801	GTEX-RM2N-0426-SM-2TF4T	Lung	No	male	SRP012682
SRR613150	SRS374802	GTEX-QLQW-1226-SM-2S1Q9	Adipose Tissue	No	male	SRP012682
SRR613162	SRS374803	K-562-SM-2S1RI	Bone Marrow	Yes	female	SRP012682
SRR613939	SRS374804	GTEX-OXRO-1926-SM-2S1O3	Blood Vessel	No	female	SRP012682
SRR613186	SRS374805	GTEX-OXRO-2026-SM-2YUMZ	Heart	No	female	SRP012682
SRR613198	SRS374806	GTEX-OXRL-1826-SM-2YUMV	Blood Vessel	No	male	SRP012682
SRR613214	SRS374807	GTEX-OXRP-2426-SM-2S1NR	Blood Vessel	No	female	SRP012682
SRR613234	SRS374808	GTEX-P4PQ-0226-SM-2S1NK	Adipose Tissue	No	male	SRP012682
SRR613222	SRS374809	GTEX-QLQ7-1726-SM-2S1QQ	Muscle	No	male	SRP012682
SRR613249	SRS374810	GTEX-Q2AG-0626-SM-2S1PV	Nerve	No	female	SRP012682
SRR615273	SRS374811	GTEX-Q2AG-0426-SM-2S1PU	Muscle	No	female	SRP012682
SRR613270	SRS374812	GTEX-R55F-1226-SM-2TF59	Brain	No	male	SRP012682
SRR613258	SRS374813	GTEX-OIZG-0226-SM-2TC5L	Thyroid	No	male	SRP012682
SRR613294	SRS374814	K-562-SM-2S1Q5	Bone Marrow	Yes	female	SRP012682
SRR613282	SRS374815	GTEX-R55E-0526-SM-2TC6B	Muscle	No	male	SRP012682
SRR614936	SRS374816	GTEX-OHPM-0526-SM-2YUMJ	Lung	No	male	SRP012682
SRR613795	SRS374817	GTEX-RM2N-0526-SM-2TF4N	Thyroid	No	male	SRP012682
SRR613318	SRS374818	GTEX-PX3G-1826-SM-2S1PK	Blood Vessel	No	female	SRP012682
SRR613330	SRS374819	GTEX-RN64-0326-SM-2TC5J	Muscle	No	male	SRP012682
SRR613342	SRS374820	GTEX-QDVJ-1826-SM-2S1P3	Adipose Tissue	No	male	SRP012682
SRR613354	SRS374821	GTEX-RU72-0011-R8A-SM-2TF61	Brain	No	female	SRP012682
SRR614960	SRS374822	GTEX-RU1J-0006-SM-2TF6M	Blood	No	female	SRP012682
SRR613378	SRS374823	GTEX-RM2N-1826-SM-2TF5B	Blood Vessel	No	male	SRP012682
SRR615081	SRS374824	GTEX-Q2AG-0526-SM-2S1PW	Blood Vessel	No	female	SRP012682
SRR614647	SRS374825	GTEX-R55E-0011-R4A-SM-2TC5H	Brain	No	male	SRP012682
SRR614371	SRS374826	K-562-SM-2TF5R	Bone Marrow	Yes	female	SRP012682
SRR614659	SRS374827	GTEX-QVJO-1626-SM-2S1QW	Skin	No	female	SRP012682
SRR614984	SRS374828	GTEX-P4QS-1826-SM-2S1NI	Blood Vessel	No	male	SRP012682
SRR614479	SRS374830	GTEX-RU72-0011-R5A-SM-2TF6U	Brain	No	female	SRP012682
SRR614491	SRS374831	GTEX-QLQW-1526-SM-2S1QV	Blood Vessel	No	male	SRP012682
SRR614683	SRS374832	GTEX-QV44-0526-SM-2S1RE	Heart	No	male	SRP012682
SRR614695	SRS374833	GTEX-NPJ8-1826-SM-2YUNC	Blood Vessel	No	male	SRP012682
SRR614887	SRS374834	GTEX-OHPL-1826-SM-2YUN8	Blood Vessel	No	female	SRP012682
SRR615383	SRS374835	GTEX-PWCY-2226-SM-2S1OP	Blood Vessel	No	female	SRP012682
SRR614539	SRS374836	GTEX-R55F-0011-R8A-SM-2TF4F	Brain	No	male	SRP012682
SRR614527	SRS374837	GTEX-PLZ4-0006-SM-2S1NY	Blood	No	female	SRP012682
SRR614383	SRS374838	GTEX-R55E-2526-SM-2TC6H	Brain	No	male	SRP012682
SRR614707	SRS374839	GTEX-QDVN-2326-SM-2S1PF	Blood Vessel	No	male	SRP012682
SRR615407	SRS374840	GTEX-RVPU-0005-SM-2TF6L	Blood	No	male	SRP012682
SRR614719	SRS374841	GTEX-PLZ4-1326-SM-2S1O7	Blood Vessel	No	female	SRP012682
SRR614395	SRS374842	GTEX-OXRK-0326-SM-2YUMQ	Adipose Tissue	No	female	SRP012682
SRR614742	SRS374843	GTEX-RNOR-0011-R3A-SM-2TF5J	Brain	No	female	SRP012682
SRR614551	SRS374844	GTEX-O5YV-1826-SM-2YUNI	Nerve	No	female	SRP012682
SRR615285	SRS374845	GTEX-QXCU-0326-SM-2TC63	Thyroid	No	male	SRP012682
SRR614407	SRS374846	GTEX-OHPJ-0626-SM-2YUMY	Blood Vessel	No	male	SRP012682
SRR614611	SRS374847	GTEX-R55G-2326-SM-2TC61	Muscle	No	female	SRP012682
SRR614575	SRS374848	GTEX-QCQG-2126-SM-2S1P8	Muscle	No	female	SRP012682
SRR614587	SRS374849	GTEX-R55G-2126-SM-2TC67	Nerve	No	female	SRP012682
SRR613390	SRS374850	GTEX-RVPU-2326-SM-2TF6R	Adipose Tissue	No	male	SRP012682
SRR614251	SRS374851	GTEX-PSDG-0426-SM-2S1OF	Muscle	No	male	SRP012682
SRR614635	SRS374852	GTEX-OOBK-0005-SM-2YUMG	Blood	No	male	SRP012682
SRR614467	SRS374853	GTEX-RNOR-0426-SM-2TF4U	Blood Vessel	No	female	SRP012682
SRR613474	SRS374854	GTEX-RNOR-0011-R1A-SM-2TF5D	Brain	No	female	SRP012682
SRR613414	SRS374855	GTEX-RUSQ-0626-SM-2TF5V	Lung	No	male	SRP012682
SRR615479	SRS374856	GTEX-PW2O-1726-SM-2S1OO	Muscle	No	male	SRP012682
SRR614011	SRS374857	GTEX-RU72-0006-SM-2TF65	Blood	No	female	SRP012682
SRR613426	SRS374858	GTEX-REY6-0826-SM-2TF4S	Muscle	No	male	SRP012682
SRR613438	SRS374859	GTEX-R55E-0011-R6A-SM-2TC5T	Brain	No	male	SRP012682
SRR613450	SRS374860	GTEX-RN64-0126-SM-2TC68	Skin	No	male	SRP012682
SRR614071	SRS374861	GTEX-NPJ8-0011-R9a-SM-2YUN5	Brain	No	male	SRP012682
SRR613462	SRS374862	GTEX-REY6-1026-SM-2TF4Y	Heart	No	male	SRP012682
SRR613951	SRS374863	GTEX-R55F-1526-SM-2TF4X	Muscle	No	male	SRP012682
SRR613498	SRS374864	GTEX-R55E-0011-R11A-SM-2TC6I	Brain	No	male	SRP012682
SRR614888	SRS374866	GTEX-P78B-0626-SM-2S1O5	Nerve	No	female	SRP012682
SRR613510	SRS374867	GTEX-RTLS-0826-SM-2TF5Q	Heart	No	female	SRP012682
SRR614155	SRS374868	GTEX-R55E-0011-R7A-SM-2TC5Z	Brain	No	male	SRP012682
SRR613522	SRS374869	GTEX-OXRK-0526-SM-2YUMW	Blood Vessel	No	female	SRP012682
SRR613533	SRS374870	GTEX-Q2AH-1726-SM-2S1OT	Adipose Tissue	No	male	SRP012682
SRR615069	SRS374871	GTEX-OOBK-0226-SM-2YUMF	Adipose Tissue	No	male	SRP012682
SRR613550	SRS374872	GTEX-Q2AI-1426-SM-2S1P5	Adipose Tissue	No	male	SRP012682
SRR613557	SRS374873	GTEX-QLQ7-1926-SM-2S1R6	Blood Vessel	No	male	SRP012682
SRR614239	SRS374874	GTEX-OHPM-1826-SM-2YUNF	Blood Vessel	No	male	SRP012682
SRR613568	SRS374875	GTEX-OIZH-1826-SM-2YUNP	Blood Vessel	No	male	SRP012682
SRR613896	SRS374876	GTEX-QEG5-0326-SM-2S1PB	Adipose Tissue	No	male	SRP012682
SRR613579	SRS374877	GTEX-QVJO-0011-R6A-SM-2S1QN	Brain	No	female	SRP012682
SRR613963	SRS374878	GTEX-QXCU-0006-SM-2TC5K	Blood	No	male	SRP012682
SRR613975	SRS374879	GTEX-RVPV-1226-SM-2TF73	Thyroid	No	male	SRP012682
SRR613591	SRS374880	GTEX-QCQG-2026-SM-2S1PH	Nerve	No	female	SRP012682
SRR614864	SRS374881	GTEX-QCQG-1826-SM-2S1P2	Adipose Tissue	No	female	SRP012682
SRR613603	SRS374882	GTEX-PLZ5-0006-SM-2S1NZ	Blood	No	male	SRP012682
SRR613615	SRS374883	GTEX-QDVJ-2026-SM-2S1PD	Nerve	No	male	SRP012682
SRR613627	SRS374884	GTEX-NPJ8-0011-R10A-SM-2YUMO	Brain	No	male	SRP012682
SRR613639	SRS374885	GTEX-QMRM-1726-SM-2S1QG	Adipose Tissue	No	male	SRP012682
SRR613855	SRS374886	GTEX-OIZH-0226-SM-2YUMH	Adipose Tissue	No	male	SRP012682
SRR613651	SRS374887	GTEX-RU72-1126-SM-2TF6H	Nerve	No	female	SRP012682
SRR613819	SRS374888	GTEX-QXCU-0226-SM-2TC5W	Blood Vessel	No	male	SRP012682
SRR614431	SRS374889	GTEX-QEG4-1126-SM-2S1P7	Nerve	No	male	SRP012682
SRR613663	SRS374890	GTEX-OXRK-0226-SM-2YUN1	Skin	No	female	SRP012682
SRR615431	SRS374891	GTEX-QV31-1326-SM-2S1QE	Adipose Tissue	No	male	SRP012682
SRR613867	SRS374892	GTEX-P4QT-1726-SM-2S1NQ	Nerve	No	female	SRP012682
SRR613675	SRS374893	GTEX-POMQ-2326-SM-2S1O8	Adipose Tissue	No	female	SRP012682
SRR613687	SRS374894	GTEX-PLZ6-1726-SM-2S1O6	Nerve	No	male	SRP012682
SRR614167	SRS374895	GTEX-RM2N-0006-SM-2TF5H	Blood	No	male	SRP012682
SRR615177	SRS374896	GTEX-QDVJ-0005-SM-2TC5X	Blood	No	male	SRP012682
SRR613831	SRS374897	GTEX-QDVN-2226-SM-2S1PM	Nerve	No	male	SRP012682
SRR613699	SRS374898	GTEX-RM2N-1626-SM-2TF5N	Muscle	No	male	SRP012682
SRR613879	SRS374899	GTEX-P4QT-1626-SM-2S1NP	Muscle	No	female	SRP012682
SRR613711	SRS374900	GTEX-RN64-0626-SM-2TC5V	Thyroid	No	male	SRP012682
SRR613723	SRS374901	GTEX-R55F-0005-SM-2TF4W	Blood	No	male	SRP012682
SRR613843	SRS374903	GTEX-REY6-0726-SM-2TF4M	Blood Vessel	No	male	SRP012682
SRR613735	SRS374904	GTEX-QVJO-0011-R1A-SM-2S1QI	Brain	No	female	SRP012682
SRR615213	SRS374905	GTEX-R55F-1326-SM-2TF5F	Brain	No	male	SRP012682
SRR613747	SRS374906	GTEX-RU72-2926-SM-2TF66	Brain	No	female	SRP012682
SRR614310	SRS374907	GTEX-RNOR-2326-SM-2TF4I	Brain	No	female	SRP012682
SRR613759	SRS374908	GTEX-RUSQ-0526-SM-2TF72	Heart	No	male	SRP012682
SRR613903	SRS374909	GTEX-QEG5-0626-SM-2S1PP	Blood Vessel	No	male	SRP012682
SRR613771	SRS374910	GTEX-REY6-0626-SM-2TF4G	Nerve	No	male	SRP012682
SRR615249	SRS374911	GTEX-N7MT-1226-SM-2TC6K	Brain	No	female	SRP012682
SRR615359	SRS374912	GTEX-QEG5-0926-SM-2TC64	Heart	No	male	SRP012682
SRR615419	SRS374913	GTEX-R55E-0126-SM-2TC5Y	Skin	No	male	SRP012682
SRR615874	SRS374914	GTEX-R55G-2426-SM-2TC5I	Adipose Tissue	No	female	SRP012682
SRR615778	SRS374916	GTEX-PLZ4-0226-SM-2S1NW	Adipose Tissue	No	female	SRP012682
SRR615105	SRS374917	GTEX-PWOO-2326-SM-2S1PQ	Muscle	No	female	SRP012682
SRR614131	SRS374918	GTEX-RTLS-0006-SM-2TF58	Blood	No	female	SRP012682
SRR615201	SRS374919	GTEX-OOBK-0126-SM-2YUND	Skin	No	male	SRP012682
SRR615165	SRS374920	GTEX-Q2AH-1926-SM-2S1PN	Nerve	No	male	SRP012682
SRR614023	SRS374921	GTEX-RU1J-0226-SM-2TF5Y	Thyroid	No	female	SRP012682
SRR614035	SRS374922	GTEX-P78B-0726-SM-2S1O2	Blood Vessel	No	female	SRP012682
SRR615371	SRS374923	GTEX-PWN1-1826-SM-2S1PE	Blood Vessel	No	female	SRP012682
SRR614047	SRS374924	GTEX-QLQ7-1626-SM-2S1R8	Skin	No	male	SRP012682
SRR614059	SRS374925	GTEX-PWN1-0006-SM-2S1NG	Blood	No	female	SRP012682
SRR614767	SRS374926	GTEX-RVPV-0006-SM-2TF6Q	Blood	No	male	SRP012682
SRR614095	SRS374927	GTEX-OIZG-1526-SM-2YUNG	Blood Vessel	No	male	SRP012682
SRR614107	SRS374928	GTEX-REY6-0526-SM-2TF5M	Thyroid	No	male	SRP012682
SRR614119	SRS374929	GTEX-Q2AG-0226-SM-2S1P4	Adipose Tissue	No	female	SRP012682
SRR615443	SRS374930	GTEX-QV44-1926-SM-2S1RF	Skin	No	male	SRP012682
SRR614143	SRS374931	GTEX-QLQW-0005-SM-2S1RA	Blood	No	male	SRP012682
SRR614599	SRS374932	GTEX-PX3G-1626-SM-2S1PT	Muscle	No	female	SRP012682
SRR615455	SRS374933	K-562-SM-2TF4E	Bone Marrow	Yes	female	SRP012682
SRR614179	SRS374934	GTEX-R55G-0006-SM-2TC6O	Blood	No	female	SRP012682
SRR614443	SRS374935	GTEX-N7MS-0011-R8a-SM-2YUMK	Brain	No	male	SRP012682
SRR614191	SRS374936	GTEX-QESD-1526-SM-2S1QT	Adipose Tissue	No	male	SRP012682
SRR614215	SRS374937	GTEX-PWOO-0526-SM-2S1Q3	Heart	No	female	SRP012682
SRR614814	SRS374938	GTEX-R55E-0011-R1A-SM-2TC6N	Brain	No	male	SRP012682
SRR614275	SRS374939	GTEX-RUSQ-1026-SM-2TF6V	Thyroid	No	male	SRP012682
SRR614287	SRS374940	GTEX-NFK9-0426-SM-2YUNK	Nerve	No	male	SRP012682
SRR615129	SRS374941	GTEX-QXCU-0626-SM-2TC69	Lung	No	male	SRP012682
SRR614323	SRS374942	GTEX-RVPV-0011-R11A-SM-2TF6F	Brain	No	male	SRP012682
SRR614311	SRS374943	GTEX-RNOR-0005-SM-2TF4Z	Blood	No	female	SRP012682
SRR614335	SRS374944	GTEX-RN64-0526-SM-2TC5P	Blood Vessel	No	male	SRP012682
SRR614347	SRS374945	GTEX-P4PP-1726-SM-2S1NS	Nerve	No	female	SRP012682
SRR614359	SRS374946	GTEX-RN64-1226-SM-2TC6E	Lung	No	male	SRP012682
SRR613987	SRS374947	GTEX-NPJ7-1726-SM-2YUNA	Nerve	No	female	SRP012682
SRR615347	SRS374948	GTEX-QV44-0826-SM-2S1RG	Thyroid	No	male	SRP012682
SRR614623	SRS374949	GTEX-OXRK-0426-SM-2YUMT	Nerve	No	female	SRP012682
SRR615008	SRS374950	GTEX-PLZ5-2026-SM-2S1O4	Skin	No	male	SRP012682
SRR614563	SRS374951	GTEX-QVJO-0011-R4A-SM-2S1QL	Brain	No	female	SRP012682
SRR614743	SRS374952	GTEX-RU72-0126-SM-2TF6Z	Thyroid	No	female	SRP012682
