# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-t" "gene" "-f" "-a" "databases/GenomeReference_hg38/annotation/Homo_sapiens.GRCh38.77.gtf" "-o" "databases/gtex_files/brain/SRR598253/counts/SRR598253_counts.txt" "databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam
ENSG00000227959	1	16155211	16157329	+	2119	2
ENSG00000224621	1	16159266	16161883	+	2618	4
ENSG00000142632	1	16197854	16212609	-	14756	284
ENSG00000234166	1	16197854	16198357	+	504	0
ENSG00000237276	1	16215909	16228027	-	12119	363
ENSG00000132881	1	16231700	16237162	-	5463	730
ENSG00000233929	1	16241213	16241398	-	186	11
ENSG00000037637	1	16246839	16352454	-	105616	3003
ENSG00000055070	1	16352575	16398145	+	45571	40
ENSG00000226457	1	16369150	16369530	-	381	0
ENSG00000187144	1	16387117	16437424	-	50308	14
ENSG00000157191	1	16440672	16460078	+	19407	2464
ENSG00000226029	1	16460948	16468481	+	7534	1530
ENSG00000080947	1	16467436	16499257	-	31822	4095
ENSG00000206652	1	16514122	16514285	-	164	4
ENSG00000261135	1	16514645	16515754	+	1110	32
ENSG00000224174	1	16520694	16521796	+	1103	9
ENSG00000233421	1	16533886	16536172	-	2287	38
ENSG00000277344	1	16534081	16534224	-	144	0
ENSG00000268991	1	16539066	16539575	+	510	0
ENSG00000225710	1	16548651	16552531	-	3881	1
ENSG00000266584	1	16548914	16548987	+	74	0
ENSG00000219481	1	16562319	16613562	-	51244	6749
ENSG00000271732	1	16617391	16617729	+	339	12
ENSG00000215908	1	16618262	16644683	-	26422	5026
ENSG00000186301	1	16645622	16650289	+	4668	320
ENSG00000207513	1	16666785	16666948	-	164	0
ENSG00000237847	1	16673003	16673512	+	510	0
ENSG00000280114	1	16681097	16688749	-	7653	90
ENSG00000264742	1	16681255	16681328	+	74	0
ENSG00000236698	1	16685621	16686055	-	435	0
ENSG00000268869	1	16687339	16720157	-	32819	244
ENSG00000279151	1	16701546	16705594	+	4049	0
ENSG00000279132	1	16733951	16734461	-	511	0
ENSG00000058453	1	16740273	16972979	+	232707	3832
ENSG00000207389	1	16740516	16740679	+	164	0
ENSG00000227684	1	16750233	16750964	+	732	0
ENSG00000186715	1	16754910	16770237	-	15328	0
ENSG00000223643	1	16851257	16853129	-	1873	0
ENSG00000230239	1	16855407	16859284	+	3878	0
ENSG00000263811	1	16858949	16859021	-	73	0
ENSG00000228549	1	16870945	16874092	+	3148	0
ENSG00000277234	1	16873708	16873851	+	144	0
ENSG00000238142	1	16888538	16889649	-	1112	0
ENSG00000235241	1	16889095	16889602	+	508	0
ENSG00000207005	1	16895980	16896143	+	164	0
ENSG00000272426	1	16904339	16904776	-	438	0
ENSG00000117122	1	16974502	16980835	-	6334	24
ENSG00000226526	1	16978926	17005091	+	26166	0
ENSG00000159363	1	16985958	17011928	-	25971	434
ENSG00000117118	1	17018722	17054170	-	35449	4993
ENSG00000117115	1	17066761	17119435	-	52675	11398
ENSG00000204362	1	17189783	17197617	+	7835	0
ENSG00000142623	1	17205126	17246005	+	40880	25
ENSG00000142619	1	17249098	17284233	+	35136	4
ENSG00000266634	1	17277889	17277975	+	87	0
ENSG00000159339	1	17308195	17364004	+	55810	20
ENSG00000280226	1	17329012	17331796	-	2785	0
ENSG00000276747	1	17372196	17401699	+	29504	1
ENSG00000227751	1	17406760	17407382	+	623	0
ENSG00000179051	1	17406760	17439724	-	32965	2987
ENSG00000266727	1	17413631	17413694	-	64	0
ENSG00000074964	1	17539835	17697874	+	158040	4929
ENSG00000236648	1	17717687	17749978	+	32292	1
ENSG00000278471	1	17747169	17747222	+	54	0
ENSG00000117148	1	17755313	17827063	+	71751	0
ENSG00000261781	1	18065657	18074412	+	8756	0
ENSG00000117154	1	18107746	18378483	+	270738	1356
ENSG00000280222	1	18109389	18115861	+	6473	0
ENSG00000230035	1	18166929	18179346	-	12418	0
ENSG00000225387	1	18385829	18388514	+	2686	0
ENSG00000179023	1	18480982	18486126	+	5145	10
ENSG00000235282	1	18513118	18513383	+	266	0
ENSG00000225478	1	18595414	18595636	+	223	0
ENSG00000009709	1	18631006	18748866	+	117861	104
ENSG00000179002	1	18839599	18859682	-	20084	0
ENSG00000255275	1	18849273	18921121	-	71849	6
ENSG00000159423	1	18871430	18902781	-	31352	0
ENSG00000265606	1	18883202	18883275	-	74	0
ENSG00000221662	1	18897071	18897148	-	78	0
ENSG00000169991	1	18904281	18956686	-	52406	48
ENSG00000272084	1	19072110	19075511	-	3402	47
ENSG00000127481	1	19074506	19210276	-	135771	13473
ENSG00000230424	1	19210501	19240704	+	30204	576
ENSG00000127463	1	19215664	19251552	-	35889	358
ENSG00000053372	1	19251539	19260128	+	8590	2550
ENSG00000211454	1	19265982	19274194	-	8213	129
ENSG00000162482	1	19282558	19289250	-	6693	244
ENSG00000270728	1	19297080	19297903	+	824	285
ENSG00000053371	1	19303965	19312146	-	8182	2518
ENSG00000200403	1	19305076	19305182	-	107	0
ENSG00000040487	1	19312326	19329300	+	16975	1189
ENSG00000077549	1	19338776	19485539	-	146764	12369
ENSG00000240490	1	19424384	19424671	+	288	0
ENSG00000201609	1	19510593	19510733	+	141	0
ENSG00000235185	1	19591802	19596832	-	5031	11
ENSG00000173436	1	19596977	19629821	+	32845	0
ENSG00000270136	1	19596979	19658056	+	61078	30
ENSG00000226396	1	19608114	19608568	+	455	0
ENSG00000158747	1	19640554	19658456	+	17903	1716
ENSG00000158748	1	19665287	19679562	+	14276	1025
ENSG00000162542	1	19682213	19799945	-	117733	1942
ENSG00000178828	1	19814029	19815278	-	1250	0
ENSG00000235434	1	19814367	19819502	+	5136	0
ENSG00000169914	1	19882513	19912945	+	30433	2741
ENSG00000188784	1	19920009	19923617	-	3609	0
ENSG00000242688	1	19970969	19971269	+	301	0
ENSG00000188257	1	19975431	19980416	-	4986	6
ENSG00000127472	1	20028179	20091190	+	63012	1168
ENSG00000117215	1	20111939	20119566	-	7628	2
ENSG00000158786	1	20139326	20150386	+	11061	0
ENSG00000227066	1	20154338	20160568	+	6231	6
ENSG00000187980	1	20161253	20177424	-	16172	5
ENSG00000225986	1	20184242	20186486	-	2245	32
ENSG00000162543	1	20186085	20196048	+	9964	379
ENSG00000228105	1	20243095	20244655	+	1561	0
ENSG00000158816	1	20290919	20354894	+	63976	8
ENSG00000226664	1	20294211	20323187	-	28977	0
ENSG00000236963	1	20360579	20431234	-	70656	1180
ENSG00000226487	1	20412304	20413253	-	950	0
ENSG00000162545	1	20482391	20486220	-	3830	35180
ENSG00000090432	1	20499448	20508161	-	8714	2076
ENSG00000215520	1	20525989	20526751	+	763	2
ENSG00000183114	1	20552439	20555010	+	2572	1939
ENSG00000158825	1	20588948	20618908	+	29961	82
ENSG00000158828	1	20633455	20651511	+	18057	5327
ENSG00000273695	1	20633679	20633788	+	110	0
ENSG00000117242	1	20642657	20652193	-	9537	7
ENSG00000244038	1	20651767	20661544	-	9778	5926
ENSG00000117245	1	20664014	20718017	-	54004	2036
ENSG00000235432	1	20692734	20694013	-	1280	0
ENSG00000189410	1	20719732	20732837	-	13106	12238
ENSG00000233069	1	20732880	20733952	+	1073	6
ENSG00000127483	1	20742661	20787323	-	44663	12938
ENSG00000203394	1	20742987	20744292	+	1306	0
ENSG00000075151	1	20806292	21176888	-	370597	10797
ENSG00000251914	1	20841241	20841302	+	62	0
ENSG00000221808	1	20988314	20988432	-	119	0
ENSG00000233072	1	21003550	21003934	-	385	0
ENSG00000236073	1	21073639	21073753	-	115	0
ENSG00000235112	1	21161475	21162081	+	607	0
ENSG00000117298	1	21217247	21345504	-	128258	5375
ENSG00000236936	1	21266082	21267251	+	1170	0
ENSG00000231105	1	21293290	21299774	+	6485	0
ENSG00000236216	1	21397987	21398362	+	376	1
ENSG00000228823	1	21411460	21413293	-	1834	0
ENSG00000236009	1	21415898	21417492	+	1595	0
ENSG00000227001	1	21424625	21427967	-	3343	28
ENSG00000187952	1	21428303	21429536	+	1234	16
ENSG00000186543	1	21434318	21437558	+	3241	8
ENSG00000142794	1	21440128	21485005	+	44878	484
ENSG00000176378	1	21459756	21460082	-	327	0
ENSG00000162551	1	21509372	21578412	+	69041	2660
ENSG00000233431	1	21586472	21591187	+	4716	17
ENSG00000221781	1	21592411	21592548	-	138	0
ENSG00000076864	1	21596215	21669363	-	73149	88266
ENSG00000090686	1	21678298	21783606	-	105309	7334
ENSG00000231978	1	21768269	21768575	+	307	0
ENSG00000187942	1	21812265	21825221	+	12957	32
ENSG00000142798	1	21822245	21937297	-	115053	1643
ENSG00000232037	1	21908098	21908580	+	483	0
ENSG00000219073	1	21977021	21998642	+	21622	25
ENSG00000273610	1	21987481	21987777	+	297	0
ENSG00000201919	1	21987816	21987919	+	104	0
ENSG00000142789	1	22001656	22012539	+	10884	20
ENSG00000278124	1	22010650	22010946	+	297	0
ENSG00000201273	1	22010985	22011088	+	104	0
ENSG00000228397	1	22023994	22024968	-	975	2
ENSG00000218510	1	22025188	22031223	+	6036	727
ENSG00000070831	1	22052627	22092946	+	40320	7261
ENSG00000230068	1	22059197	22064199	+	5003	0
ENSG00000271428	1	22068340	22068827	-	488	0
ENSG00000271840	1	22100613	22101360	+	748	9
ENSG00000162552	1	22117305	22143969	-	26665	95
ENSG00000266564	1	22266239	22266300	+	62	0
ENSG00000234397	1	22322840	22323331	-	492	2
ENSG00000279625	1	22364630	22366482	-	1853	0
ENSG00000184677	1	22451851	22531157	+	79307	2877
ENSG00000237200	1	22517474	22519708	+	2235	0
ENSG00000070886	1	22563564	22603594	+	40031	312
ENSG00000276835	1	22633308	22633416	-	109	0
ENSG00000173372	1	22636506	22639608	+	3103	1594
ENSG00000159189	1	22643630	22648110	+	4481	1932
ENSG00000173369	1	22652762	22661538	+	8777	2601
ENSG00000133216	1	22710839	22915325	+	204487	1092
ENSG00000265422	1	22719517	22719598	+	82	0
ENSG00000216157	1	22748817	22748911	-	95	0
ENSG00000225952	1	22835713	22836849	-	1137	0
ENSG00000264014	1	22863159	22863226	-	68	0
ENSG00000272796	1	22916682	22921500	+	4819	210
ENSG00000215906	1	22953043	22965338	-	12296	0
ENSG00000279101	1	23010834	23015850	-	5017	0
ENSG00000227868	1	23010901	23015773	-	4873	0
ENSG00000004487	1	23019448	23083689	+	64242	28
ENSG00000240553	1	23020147	23088058	-	67912	26
ENSG00000263793	1	23044305	23044372	+	68	0
ENSG00000266802	1	23057858	23057934	-	77	0
ENSG00000169641	1	23084023	23177808	-	93786	2024
ENSG00000229010	1	23140325	23141142	+	818	0
ENSG00000206935	1	23162704	23162810	+	107	0
ENSG00000252578	1	23163953	23164053	+	101	0
ENSG00000179546	1	23191895	23194729	-	2835	1420
ENSG00000215381	1	23244765	23245224	+	460	0
ENSG00000261326	1	23281309	23286752	-	5444	761
ENSG00000125944	1	23303771	23344336	-	40566	8393
ENSG00000125945	1	23359448	23369442	-	9995	2228
ENSG00000249087	1	23368997	23371839	+	2843	527
ENSG00000201405	1	23370254	23370346	+	93	0
ENSG00000271420	1	23378380	23379029	-	650	0
ENSG00000204219	1	23381061	23424740	-	43680	296
ENSG00000232482	1	23410832	23412146	+	1315	0
ENSG00000088280	1	23428563	23484568	-	56006	1969
ENSG00000007968	1	23506430	23531220	-	24791	2
ENSG00000235052	1	23549139	23550915	-	1777	4
ENSG00000117318	1	23557918	23559794	-	1877	1542
ENSG00000197880	1	23581495	23640568	+	59074	40
ENSG00000229239	1	23670294	23680259	+	9966	1
ENSG00000142676	1	23691779	23696425	+	4647	17360
ENSG00000203589	1	23705801	23706934	-	1134	9
ENSG00000011007	1	23743155	23762059	+	18905	1745
ENSG00000236810	1	23760382	23778287	-	17906	414
ENSG00000057757	1	23778405	23788232	+	9828	7787
ENSG00000011009	1	23790970	23795539	+	4570	3797
ENSG00000117308	1	23795599	23800804	-	5206	1064
ENSG00000117305	1	23801885	23838620	-	36736	1473
ENSG00000179163	1	23845077	23868294	-	23218	834
ENSG00000188822	1	23870526	23913362	-	42837	7
ENSG00000229106	1	23901471	23902737	-	1267	0
ENSG00000232557	1	23907111	23907885	+	775	0
ENSG00000264926	1	23929070	23929147	+	78	0
ENSG00000230228	1	23949016	23949383	-	368	1
ENSG00000189266	1	23959109	23963462	+	4354	3968
ENSG00000188529	1	23964804	23980927	-	16124	4711
ENSG00000215905	1	24007881	24008519	-	639	3
ENSG00000225315	1	24040835	24086799	+	45965	7
ENSG00000142661	1	24056035	24112175	-	56141	6
ENSG00000230703	1	24066774	24083565	+	16792	0
ENSG00000142677	1	24119771	24143121	-	23351	24
ENSG00000185436	1	24154157	24187959	-	33803	496
ENSG00000230023	1	24200240	24211693	+	11454	9
ENSG00000221032	1	24227917	24228030	+	114	0
ENSG00000266511	1	24279767	24279855	-	89	0
ENSG00000232298	1	24307556	24321901	-	14346	32
ENSG00000158055	1	24319322	24364482	+	45161	148
ENSG00000001460	1	24356999	24416934	-	59936	452
ENSG00000001461	1	24415794	24472976	+	57183	14161
ENSG00000276837	1	24470354	24470439	-	86	0
ENSG00000117602	1	24502351	24541040	+	38690	284
ENSG00000264443	1	24538802	24556024	-	17223	0
ENSG00000184454	1	24556111	24609328	+	53218	36
ENSG00000227312	1	24563627	24563974	+	348	0
ENSG00000239106	1	24625411	24625513	-	103	0
ENSG00000133226	1	24631716	24673267	+	41552	6980
ENSG00000169504	1	24745357	24844324	+	98968	7922
ENSG00000238482	1	24777873	24777979	-	107	0
ENSG00000020633	1	24899511	24965121	-	65611	89
ENSG00000278034	1	24919345	24919416	-	72	0
ENSG00000229162	1	24961345	24963097	+	1753	0
ENSG00000261025	1	24968423	24970865	-	2443	0
ENSG00000264371	1	25023503	25023586	+	84	0
ENSG00000233755	1	25043707	25113120	-	69414	1
ENSG00000233419	1	25125053	25125454	-	402	0
ENSG00000231953	1	25208139	25208869	+	731	0
ENSG00000117614	1	25222679	25232502	-	9824	2404
ENSG00000117616	1	25242237	25338213	-	95977	11919
ENSG00000272432	1	25247837	25248321	+	485	0
ENSG00000261349	1	25266102	25267136	-	1035	0
ENSG00000187010	1	25272393	25330445	+	58053	0
ENSG00000224183	1	25294164	25294643	-	480	0
ENSG00000259984	1	25336429	25337465	-	1037	0
ENSG00000183726	1	25337917	25362361	+	24445	7372
ENSG00000188672	1	25362249	25430192	-	67944	276
ENSG00000238084	1	25398721	25399198	+	478	0
ENSG00000204178	1	25430858	25500209	+	69352	2487
ENSG00000157978	1	25543580	25568886	+	25307	2170
ENSG00000225643	1	25581478	25590356	+	8879	61
ENSG00000117643	1	25617468	25786207	+	168740	1514
ENSG00000233478	1	25644544	25659111	-	14568	0
ENSG00000162430	1	25800176	25818224	+	18049	1391
ENSG00000255054	1	25811470	25823744	+	12275	0
ENSG00000228172	1	25816749	25820797	-	4049	0
ENSG00000117640	1	25818640	25832942	+	14303	2536
ENSG00000127423	1	25831913	25859458	-	27546	119
ENSG00000272478	1	25831913	25832134	-	222	0
ENSG00000236528	1	25859613	25863420	+	3808	1
ENSG00000182749	1	25861210	25871253	-	10044	269
ENSG00000207302	1	25877496	25877605	+	110	0
ENSG00000117632	1	25884181	25906991	-	22811	8068
ENSG00000229786	1	25887360	25887610	+	251	0
ENSG00000223624	1	25888970	25889109	+	140	0
ENSG00000264021	1	25906362	25906454	-	93	0
ENSG00000266763	1	25911749	25911822	+	74	0
ENSG00000158006	1	25959767	25998157	-	38391	871
ENSG00000207237	1	25964197	25964300	+	104	0
ENSG00000252190	1	26006006	26006130	+	125	0
ENSG00000252691	1	26006216	26006299	+	84	0
ENSG00000158008	1	26019884	26036464	+	16581	1839
ENSG00000158014	1	26037252	26046133	-	8882	7
ENSG00000158022	1	26051304	26068436	-	17133	87
ENSG00000265320	1	26071578	26071677	+	100	0
ENSG00000175087	1	26111165	26125543	+	14379	861
ENSG00000197245	1	26159020	26162628	+	3609	164
ENSG00000142684	1	26169871	26172060	+	2190	8
ENSG00000236782	1	26169947	26171821	-	1875	0
ENSG00000142675	1	26177403	26189886	+	12484	699
ENSG00000188782	1	26190561	26202968	+	12408	2
ENSG00000236155	1	26209741	26229840	+	20100	226
ENSG00000278572	1	26218581	26220476	-	1896	0
ENSG00000130695	1	26234153	26279038	+	44886	1968
ENSG00000270733	1	26263041	26263398	-	358	0
ENSG00000142669	1	26279176	26281522	+	2347	5943
ENSG00000158062	1	26281328	26318363	-	37036	3971
ENSG00000169442	1	26317957	26320523	+	2567	87
ENSG00000176092	1	26321859	26354130	-	32272	7
ENSG00000225854	1	26326688	26327033	+	346	0
ENSG00000176083	1	26361634	26374522	-	12889	9
ENSG00000131914	1	26410778	26429722	+	18945	3
ENSG00000117682	1	26432282	26471294	+	39013	3034
ENSG00000223583	1	26454653	26455187	-	535	0
ENSG00000225891	1	26462756	26467282	-	4527	0
ENSG00000198830	1	26472450	26475972	+	3523	5830
ENSG00000224129	1	26519354	26520250	-	897	0
ENSG00000117676	1	26529761	26575030	+	45270	1159
ENSG00000238705	1	26554542	26554593	+	52	0
ENSG00000243905	1	26593243	26593546	-	304	0
ENSG00000252802	1	26593940	26594041	-	102	0
ENSG00000252429	1	26602369	26602432	-	64	0
ENSG00000229247	1	26640377	26640614	-	238	0
ENSG00000238316	1	26642286	26642389	-	104	0
ENSG00000235069	1	26647447	26647681	+	235	0
ENSG00000260063	1	26692132	26694131	-	2000	25
ENSG00000117713	1	26696033	26782104	+	86072	7646
ENSG00000060642	1	26787472	26798398	+	10927	1302
ENSG00000241188	1	26814822	26815112	+	291	0
ENSG00000204160	1	26826710	26857602	+	30893	2832
ENSG00000175793	1	26863138	26864457	+	1320	208
ENSG00000142751	1	26876133	26890297	-	14165	1236
ENSG00000226698	1	26876133	26878245	+	2113	0
ENSG00000198746	1	26890488	26900466	-	9979	947
ENSG00000090273	1	26900238	26946862	+	46625	9985
ENSG00000131910	1	26911489	26913966	-	2478	0
ENSG00000175707	1	26949562	26960406	-	10845	8
ENSG00000172746	1	26980165	26980975	+	811	0
ENSG00000224064	1	26983628	26984024	+	397	0
ENSG00000225294	1	26985897	26986340	-	444	0
ENSG00000253368	1	26993707	27000898	+	7192	2604
ENSG00000158246	1	27005020	27012836	-	7817	32
ENSG00000280403	1	27064991	27065365	-	375	14
ENSG00000090020	1	27098815	27166981	-	68167	6316
ENSG00000229985	1	27176751	27177277	+	527	0
ENSG00000214973	1	27200834	27201473	-	640	10
ENSG00000225159	1	27206930	27207796	+	867	15
ENSG00000225990	1	27211265	27211484	+	220	0
ENSG00000224311	1	27229106	27234352	-	5247	0
ENSG00000142784	1	27234516	27308633	+	74118	11277
ENSG00000252098	1	27255464	27255567	-	104	0
ENSG00000243659	1	27311240	27311838	+	599	57
ENSG00000186501	1	27322145	27336400	+	14256	4035
ENSG00000206888	1	27325219	27325325	+	107	0
ENSG00000241547	1	27325329	27325796	+	468	0
ENSG00000142765	1	27342020	27353937	+	11918	62
ENSG00000142733	1	27355184	27366892	-	11709	1097
ENSG00000142748	1	27369112	27374824	-	5713	50
ENSG00000174950	1	27379176	27383380	-	4205	0
ENSG00000231207	1	27389468	27390145	+	678	2
ENSG00000181773	1	27392644	27395814	+	3171	178
ENSG00000158195	1	27404226	27490158	-	85933	6233
ENSG00000241169	1	27457198	27459582	+	2385	0
ENSG00000237429	1	27525805	27530561	+	4757	94
ENSG00000126705	1	27534035	27604431	-	70397	5290
ENSG00000000938	1	27612064	27635277	-	23214	819
ENSG00000235912	1	27649419	27649610	+	192	18
ENSG00000233975	1	27660328	27662722	-	2395	2
ENSG00000126709	1	27666061	27672218	-	6158	3386
ENSG00000225886	1	27669468	27670276	+	809	0
ENSG00000206767	1	27675603	27675709	-	107	0
ENSG00000226662	1	27686810	27687471	-	662	0
ENSG00000207095	1	27693731	27693835	+	105	0
ENSG00000009780	1	27725979	27763122	+	37144	1236
ENSG00000231344	1	27739091	27739439	+	349	0
ENSG00000230833	1	27739954	27740629	+	676	0
ENSG00000117758	1	27773183	27824452	+	51270	7669
ENSG00000269971	1	27773858	27774041	+	184	0
ENSG00000276889	1	27809701	27809788	+	88	0
ENSG00000270031	1	27819983	27820341	+	359	0
ENSG00000223062	1	27824538	27824643	+	106	0
ENSG00000117751	1	27830778	27851676	+	20899	3202
ENSG00000252947	1	27834401	27834566	+	166	0
ENSG00000278868	1	27850574	27850744	-	171	0
ENSG00000130775	1	27872543	27886685	+	14143	374
ENSG00000117748	1	27891524	27914746	-	23223	3148
ENSG00000130768	1	27934993	27959157	+	24165	2
ENSG00000227050	1	27938875	27960193	-	21319	0
ENSG00000158156	1	27959462	27968096	+	8635	1030
ENSG00000158161	1	27970344	28088696	-	118353	2560
ENSG00000238231	1	27990158	27990524	-	367	0
ENSG00000240750	1	28031884	28032180	-	297	0
ENSG00000228589	1	28095742	28096422	-	681	45
ENSG00000228943	1	28109739	28110298	+	560	0
ENSG00000214812	1	28120449	28121321	-	873	4
ENSG00000253005	1	28142737	28142841	-	105	0
ENSG00000169403	1	28147166	28193936	-	46771	475
ENSG00000126698	1	28199456	28233025	-	33570	6566
ENSG00000130770	1	28236109	28246906	+	10798	9302
ENSG00000270605	1	28239509	28241453	-	1945	0
ENSG00000271398	1	28247144	28247568	+	425	0
ENSG00000130766	1	28259527	28282491	+	22965	931
ENSG00000130772	1	28329002	28335967	+	6966	531
ENSG00000204138	1	28369603	28500369	+	130767	2616
ENSG00000206779	1	28422555	28422655	-	101	0
ENSG00000229820	1	28453541	28453934	+	394	0
ENSG00000221216	1	28481362	28481480	+	119	0
ENSG00000180198	1	28505943	28539300	+	33358	571
ENSG00000242125	1	28505980	28510892	+	4913	0
ENSG00000274266	1	28507366	28507571	+	206	0
ENSG00000200087	1	28508559	28508762	+	204	0
ENSG00000231468	1	28526318	28527227	-	910	0
ENSG00000279443	1	28544460	28546542	+	2083	30
ENSG00000180098	1	28553085	28578545	+	25461	1377
ENSG00000197989	1	28578538	28582983	-	4446	599
ENSG00000221539	1	28578749	28578822	-	74	0
ENSG00000278274	1	28579764	28579893	-	130	0
ENSG00000273544	1	28580381	28580512	-	132	0
ENSG00000274582	1	28580920	28581056	-	137	0
ENSG00000120656	1	28589323	28643085	-	53763	944
ENSG00000188060	1	28592200	28595443	+	3244	0
ENSG00000229388	1	28643228	28648581	+	5354	61
ENSG00000274978	1	28648600	28648733	+	134	0
ENSG00000270103	1	28648600	28648730	+	131	0
ENSG00000162419	1	28668732	28719353	+	50622	762
ENSG00000252777	1	28689665	28689794	+	130	0
ENSG00000198492	1	28736621	28769775	+	33155	3221
ENSG00000116329	1	28812142	28863696	+	51555	71
ENSG00000226852	1	28867575	28871267	+	3693	748
ENSG00000233427	1	28870483	28877336	-	6854	27
ENSG00000199756	1	28881726	28881835	-	110	0
ENSG00000159023	1	28887091	29120046	+	232956	7014
ENSG00000225616	1	28982278	28982608	-	331	0
ENSG00000206704	1	28985710	28985810	+	101	0
ENSG00000277958	1	29041199	29041480	+	282	0
ENSG00000253304	1	29119428	29123935	-	4508	1229
ENSG00000225750	1	29144494	29146994	-	2501	68
ENSG00000116350	1	29147743	29181987	-	34245	7361
ENSG00000227637	1	29152489	29152991	+	503	0
ENSG00000277916	1	29171285	29171453	-	169	0
ENSG00000116353	1	29192873	29230942	-	38070	2782
ENSG00000237934	1	29223933	29224816	+	884	0
ENSG00000060656	1	29236516	29326813	+	90298	1290
ENSG00000221550	1	29253573	29253672	-	100	0
ENSG00000230523	1	29329620	29350114	-	20495	8
ENSG00000266678	1	29432481	29432562	+	82	0
ENSG00000225011	1	29488193	29496893	-	8701	0
ENSG00000221126	1	29644545	29644678	-	134	0
ENSG00000228176	1	29708851	29709547	-	697	0
ENSG00000222787	1	29884902	29885005	+	104	0
ENSG00000270927	1	29904865	29905357	-	493	0
ENSG00000233399	1	30013952	30037612	-	23661	0
ENSG00000233372	1	30140263	30141607	+	1345	0
ENSG00000231251	1	30226523	30226615	+	93	0
ENSG00000236335	1	30409560	30411638	-	2079	0
ENSG00000231949	1	30415825	30421108	+	5284	0
ENSG00000162510	1	30711277	30723587	-	12311	25
ENSG00000186056	1	30718504	30726827	+	8324	88
ENSG00000162511	1	30732469	30757820	-	25352	2278
ENSG00000264773	1	30739156	30739232	-	77	0
ENSG00000229607	1	30810378	30815553	-	5176	2
ENSG00000223382	1	30824228	30834284	+	10057	12
